ax,ay,az,time,acceleration
32660,3363,17456,2018-01-01 00:18:22,53479
31890,3482,17386,2018-01-01 00:18:23,52758
31141,3511,17292,2018-01-01 00:18:24,51944
30296,3424,17214,2018-01-01 00:18:25,50934
29316,3302,17168,2018-01-01 00:18:26,49786
29316,3302,17168,2018-01-01 00:18:27,49786
27652,2927,17161,2018-01-01 00:18:28,47740
27652,2927,17161,2018-01-01 00:18:29,47740
25068,2202,17070,2018-01-01 00:18:30,44340
25068,2202,17070,2018-01-01 00:18:31,44340
22794,1560,17025,2018-01-01 00:18:32,41379
22794,1560,17025,2018-01-01 00:18:33,41379
19988,928,16962,2018-01-01 00:18:34,37878
19988,928,16962,2018-01-01 00:18:35,37878
18645,668,16940,2018-01-01 00:18:36,36253
17272,460,16922,2018-01-01 00:18:37,34654
15832,357,16909,2018-01-01 00:18:38,33098
14299,236,16873,2018-01-01 00:18:39,31408
12760,52,16808,2018-01-01 00:18:40,29620
9715,-219,16674,2018-01-01 00:18:41,26170
9715,-219,16674,2018-01-01 00:18:42,26170
6900,-427,16634,2018-01-01 00:18:43,23107
6900,-427,16634,2018-01-01 00:18:44,23107
3717,-544,16486,2018-01-01 00:18:45,19659
3717,-544,16486,2018-01-01 00:18:46,19659
2298,-566,16428,2018-01-01 00:18:47,18160
848,-570,16374,2018-01-01 00:18:48,16652
-727,-607,16306,2018-01-01 00:18:49,14972
-2198,-646,16268,2018-01-01 00:18:50,13424
-3592,-675,16251,2018-01-01 00:18:51,11984
-5057,-705,16236,2018-01-01 00:18:52,10474
-6459,-692,16235,2018-01-01 00:18:53,9084
-7829,-657,16216,2018-01-01 00:18:54,7730
-9345,-648,16162,2018-01-01 00:18:55,6169
-10871,-651,16109,2018-01-01 00:18:56,4587
-12253,-634,16045,2018-01-01 00:18:57,3158
-13531,-608,15961,2018-01-01 00:18:58,1822
-14845,-605,15893,2018-01-01 00:18:59,443
-16218,-622,15862,2018-01-01 00:19:00,-978
-17416,-643,15864,2018-01-01 00:19:01,-2195
-18607,-670,15843,2018-01-01 00:19:02,-3434
-20136,-722,15760,2018-01-01 00:19:03,-5098
-21514,-738,15684,2018-01-01 00:19:04,-6568
-22420,-725,15671,2018-01-01 00:19:05,-7474
-23506,-804,15670,2018-01-01 00:19:06,-8640
-25022,-923,15609,2018-01-01 00:19:07,-10336
-26230,-971,15522,2018-01-01 00:19:08,-11679
-26895,-1035,15490,2018-01-01 00:19:09,-12440
-26895,-1035,15490,2018-01-01 00:19:10,-12440
-29018,-1156,15428,2018-01-01 00:19:11,-14746
-29018,-1156,15428,2018-01-01 00:19:12,-14746
-30415,-1216,15434,2018-01-01 00:19:13,-16197
-31159,-1255,15468,2018-01-01 00:19:14,-16946
-31867,-1276,15490,2018-01-01 00:19:15,-17653
-32218,-1274,15501,2018-01-01 00:19:16,-17991
-32626,-1334,15521,2018-01-01 00:19:17,-18439
-32764,-1379,15519,2018-01-01 00:19:18,-18624
-32764,-1370,15522,2018-01-01 00:19:19,-18612
-32764,-1402,15574,2018-01-01 00:19:20,-18592
-32764,-1402,15574,2018-01-01 00:19:21,-18592
-32764,-1424,15556,2018-01-01 00:19:22,-18632
-32764,-1424,15556,2018-01-01 00:19:23,-18632
-32764,-1367,15635,2018-01-01 00:19:24,-18496
-32764,-1367,15635,2018-01-01 00:19:25,-18496
-32764,-1364,15592,2018-01-01 00:19:26,-18536
-32764,-1364,15592,2018-01-01 00:19:27,-18536
-32491,-1302,15609,2018-01-01 00:19:28,-18184
-32491,-1302,15609,2018-01-01 00:19:29,-18184
-30977,-1207,15681,2018-01-01 00:19:30,-16503
-30977,-1207,15681,2018-01-01 00:19:31,-16503
-30173,-1128,15692,2018-01-01 00:19:32,-15609
-29384,-1073,15721,2018-01-01 00:19:33,-14736
-28733,-1016,15750,2018-01-01 00:19:34,-13999
-28004,-922,15774,2018-01-01 00:19:35,-13152
-26957,-808,15809,2018-01-01 00:19:36,-11956
-25723,-715,15863,2018-01-01 00:19:37,-10575
-24394,-617,15956,2018-01-01 00:19:38,-9055
-23216,-476,16033,2018-01-01 00:19:39,-7659
-22469,-388,16004,2018-01-01 00:19:40,-6853
-21646,-377,15933,2018-01-01 00:19:41,-6090
-20064,-292,15976,2018-01-01 00:19:42,-4380
-18045,-136,16120,2018-01-01 00:19:43,-2061
-16421,-90,16215,2018-01-01 00:19:44,-296
-15370,-130,16210,2018-01-01 00:19:45,710
-14294,-128,16190,2018-01-01 00:19:46,1768
-12671,-124,16238,2018-01-01 00:19:47,3443
-10724,10,16317,2018-01-01 00:19:48,5603
-9000,170,16362,2018-01-01 00:19:49,7532
-7510,42,16386,2018-01-01 00:19:50,8918
-5893,-116,16444,2018-01-01 00:19:51,10435
-4104,-158,16531,2018-01-01 00:19:52,12269
-2466,-277,16575,2018-01-01 00:19:53,13832
-1103,-422,16564,2018-01-01 00:19:54,15039
301,-512,16561,2018-01-01 00:19:55,16350
1922,-560,16626,2018-01-01 00:19:56,17988
3570,-604,16729,2018-01-01 00:19:57,19695
5083,-680,16778,2018-01-01 00:19:58,21181
6522,-740,16785,2018-01-01 00:19:59,22567
8036,-743,16841,2018-01-01 00:20:00,24134
9674,-722,16941,2018-01-01 00:20:01,25893
11307,-775,17014,2018-01-01 00:20:02,27546
12681,-887,17033,2018-01-01 00:20:03,28827
12681,-887,17033,2018-01-01 00:20:04,28827
15188,-893,17050,2018-01-01 00:20:05,31345
15188,-893,17050,2018-01-01 00:20:06,31345
18352,-867,17167,2018-01-01 00:20:07,34652
18352,-867,17167,2018-01-01 00:20:08,34652
20710,-868,17186,2018-01-01 00:20:09,37028
20710,-868,17186,2018-01-01 00:20:10,37028
23202,-828,17276,2018-01-01 00:20:11,39650
23202,-828,17276,2018-01-01 00:20:12,39650
25436,-649,17303,2018-01-01 00:20:13,42090
25436,-649,17303,2018-01-01 00:20:14,42090
26271,-656,17352,2018-01-01 00:20:15,42967
26888,-618,17359,2018-01-01 00:20:16,43629
27874,-507,17352,2018-01-01 00:20:17,44719
28925,-456,17381,2018-01-01 00:20:18,45850
29508,-451,17431,2018-01-01 00:20:19,46488
30829,-265,17476,2018-01-01 00:20:20,48040
30829,-265,17476,2018-01-01 00:20:21,48040
31572,-126,17441,2018-01-01 00:20:22,48887
31572,-126,17441,2018-01-01 00:20:23,48887
32764,88,17552,2018-01-01 00:20:24,50404
32764,88,17552,2018-01-01 00:20:25,50404
32764,234,17549,2018-01-01 00:20:26,50547
32764,467,17506,2018-01-01 00:20:27,50737
32764,763,17504,2018-01-01 00:20:28,51031
32764,1090,17520,2018-01-01 00:20:29,51374
32764,1432,17501,2018-01-01 00:20:30,51697
32764,1799,17485,2018-01-01 00:20:31,52048
32764,2171,17504,2018-01-01 00:20:32,52439
32764,2528,17498,2018-01-01 00:20:33,52790
32764,2853,17445,2018-01-01 00:20:34,53062
32764,3098,17400,2018-01-01 00:20:35,53262
32764,3286,17380,2018-01-01 00:20:36,53430
32019,3438,17348,2018-01-01 00:20:37,52805
31195,3493,17303,2018-01-01 00:20:38,51991
30414,3419,17271,2018-01-01 00:20:39,51104
29451,3295,17230,2018-01-01 00:20:40,49976
28621,3189,17197,2018-01-01 00:20:41,49007
27797,2985,17196,2018-01-01 00:20:42,47978
26500,2650,17144,2018-01-01 00:20:43,46294
25210,2332,17078,2018-01-01 00:20:44,44620
24264,2068,17103,2018-01-01 00:20:45,43435
23086,1760,17136,2018-01-01 00:20:46,41982
21579,1400,17090,2018-01-01 00:20:47,40069
20232,1090,17030,2018-01-01 00:20:48,38352
20232,1090,17030,2018-01-01 00:20:49,38352
17600,556,16936,2018-01-01 00:20:50,35092
17600,556,16936,2018-01-01 00:20:51,35092
14584,265,16884,2018-01-01 00:20:52,31733
13094,63,16820,2018-01-01 00:20:53,29977
11560,-97,16745,2018-01-01 00:20:54,28208
10019,-177,16696,2018-01-01 00:20:55,26538
8543,-243,16663,2018-01-01 00:20:56,24963
7091,-320,16614,2018-01-01 00:20:57,23385
5526,-320,16614,2018-01-01 00:20:58,21820
3942,-446,16500,2018-01-01 00:20:59,19996
3942,-446,16500,2018-01-01 00:21:00,19996
1071,-513,16443,2018-01-01 00:21:01,17001
1071,-513,16443,2018-01-01 00:21:02,17001
-1964,-628,16347,2018-01-01 00:21:03,13755
-1964,-628,16347,2018-01-01 00:21:04,13755
-4812,-694,16330,2018-01-01 00:21:05,10824
-4812,-694,16330,2018-01-01 00:21:06,10824
-7726,-692,16226,2018-01-01 00:21:07,7808
-7726,-692,16226,2018-01-01 00:21:08,7808
-9207,-677,16187,2018-01-01 00:21:09,6303
-10706,-678,16149,2018-01-01 00:21:10,4765
-12102,-718,16072,2018-01-01 00:21:11,3252
-13359,-750,15977,2018-01-01 00:21:12,1868
-14659,-776,15921,2018-01-01 00:21:13,486
-16053,-793,15896,2018-01-01 00:21:14,-950
-17318,-765,15867,2018-01-01 00:21:15,-2216
-18544,-781,15813,2018-01-01 00:21:16,-3512
-20052,-829,15730,2018-01-01 00:21:17,-5151
-21441,-807,15672,2018-01-01 00:21:18,-6576
-22341,-802,15676,2018-01-01 00:21:19,-7467
-23364,-883,15674,2018-01-01 00:21:20,-8573
-24753,-1010,15623,2018-01-01 00:21:21,-10140
-25980,-1102,15574,2018-01-01 00:21:22,-11508
-26874,-1104,15562,2018-01-01 00:21:23,-12416
-27813,-1138,15563,2018-01-01 00:21:24,-13388
-28922,-1208,15523,2018-01-01 00:21:25,-14607
-29710,-1197,15476,2018-01-01 00:21:26,-15431
-30161,-1200,15497,2018-01-01 00:21:27,-15864
-30916,-1262,15522,2018-01-01 00:21:28,-16656
-31863,-1296,15490,2018-01-01 00:21:29,-17669
-32369,-1322,15467,2018-01-01 00:21:30,-18224
-32696,-1355,15482,2018-01-01 00:21:31,-18569
-32764,-1354,15493,2018-01-01 00:21:32,-18625
-32764,-1346,15504,2018-01-01 00:21:33,-18606
-32764,-1351,15520,2018-01-01 00:21:34,-18595
-32764,-1376,15517,2018-01-01 00:21:35,-18623
-32764,-1390,15502,2018-01-01 00:21:36,-18652
-32764,-1350,15504,2018-01-01 00:21:37,-18610
-32764,-1290,15505,2018-01-01 00:21:38,-18549
-32764,-1270,15486,2018-01-01 00:21:39,-18548
-32764,-1296,15518,2018-01-01 00:21:40,-18542
-32711,-1274,15607,2018-01-01 00:21:41,-18378
-32421,-1213,15658,2018-01-01 00:21:42,-17976
-32421,-1213,15658,2018-01-01 00:21:43,-17976
-31140,-1140,15667,2018-01-01 00:21:44,-16613
-31140,-1140,15667,2018-01-01 00:21:45,-16613
-29432,-1013,15816,2018-01-01 00:21:46,-14629
-29432,-1013,15816,2018-01-01 00:21:47,-14629
-27995,-900,15824,2018-01-01 00:21:48,-13071
-27995,-900,15824,2018-01-01 00:21:49,-13071
-26031,-701,15870,2018-01-01 00:21:50,-10862
-26031,-701,15870,2018-01-01 00:21:51,-10862
-23293,-498,16026,2018-01-01 00:21:52,-7765
-23293,-498,16026,2018-01-01 00:21:53,-7765
-22488,-382,16040,2018-01-01 00:21:54,-6830
-21818,-330,15974,2018-01-01 00:21:55,-6174
-20361,-247,15976,2018-01-01 00:21:56,-4632
-18262,-99,16086,2018-01-01 00:21:57,-2275
-16716,-84,16144,2018-01-01 00:21:58,-656
-14601,-110,16116,2018-01-01 00:21:59,1405
-14601,-110,16116,2018-01-01 00:22:00,1405
-10958,-74,16248,2018-01-01 00:22:01,5216
-10958,-74,16248,2018-01-01 00:22:02,5216
-7658,0,16348,2018-01-01 00:22:03,8690
-7658,0,16348,2018-01-01 00:22:04,8690
-5990,-139,16491,2018-01-01 00:22:05,10362
-4363,-207,16576,2018-01-01 00:22:06,12006
-2781,-314,16593,2018-01-01 00:22:07,13498
-1347,-400,16600,2018-01-01 00:22:08,14853
27,-472,16632,2018-01-01 00:22:09,16187
1630,-555,16701,2018-01-01 00:22:10,17776
3372,-606,16767,2018-01-01 00:22:11,19533
4935,-684,16782,2018-01-01 00:22:12,21033
6367,-763,16781,2018-01-01 00:22:13,22385
7839,-774,16827,2018-01-01 00:22:14,23892
9436,-798,16900,2018-01-01 00:22:15,25538
11086,-854,16945,2018-01-01 00:22:16,27177
12530,-897,16972,2018-01-01 00:22:17,28605
13736,-930,17010,2018-01-01 00:22:18,29816
15052,-900,17040,2018-01-01 00:22:19,31192
16644,-851,17040,2018-01-01 00:22:20,32833
18115,-877,17038,2018-01-01 00:22:21,34276
19323,-888,17096,2018-01-01 00:22:22,35531
20628,-832,17198,2018-01-01 00:22:23,36994
21948,-811,17270,2018-01-01 00:22:24,38407
22985,-816,17277,2018-01-01 00:22:25,39446
22985,-816,17277,2018-01-01 00:22:26,39446
25260,-612,17307,2018-01-01 00:22:27,41955
25260,-612,17307,2018-01-01 00:22:28,41955
26717,-627,17341,2018-01-01 00:22:29,43431
26717,-627,17341,2018-01-01 00:22:30,43431
28887,-450,17394,2018-01-01 00:22:31,45831
29544,-427,17474,2018-01-01 00:22:32,46591
30010,-376,17494,2018-01-01 00:22:33,47128
30719,-295,17476,2018-01-01 00:22:34,47900
31221,-212,17446,2018-01-01 00:22:35,48455
31518,-103,17426,2018-01-01 00:22:36,48841
31518,-103,17426,2018-01-01 00:22:37,48841
32764,170,17519,2018-01-01 00:22:38,50453
32764,170,17519,2018-01-01 00:22:39,50453
32764,494,17496,2018-01-01 00:22:40,50754
32764,494,17496,2018-01-01 00:22:41,50754
32764,1110,17540,2018-01-01 00:22:42,51414
32764,1110,17540,2018-01-01 00:22:43,51414
32764,1832,17484,2018-01-01 00:22:44,52080
32764,1832,17484,2018-01-01 00:22:45,52080
32764,2474,17513,2018-01-01 00:22:46,52751
32764,2474,17513,2018-01-01 00:22:47,52751
32764,2835,17527,2018-01-01 00:22:48,53126
32764,3128,17526,2018-01-01 00:22:49,53418
32682,3285,17494,2018-01-01 00:22:50,53461
32170,3422,17435,2018-01-01 00:22:51,53027
31485,3509,17376,2018-01-01 00:22:52,52370
30548,3419,17312,2018-01-01 00:22:53,51279
29492,3235,17256,2018-01-01 00:22:54,49983
28712,3116,17247,2018-01-01 00:22:55,49075
27927,2950,17245,2018-01-01 00:22:56,48122
26667,2600,17180,2018-01-01 00:22:57,46447
25364,2252,17099,2018-01-01 00:22:58,44715
24348,2004,17085,2018-01-01 00:22:59,43437
23220,1701,17086,2018-01-01 00:23:00,42007
21790,1366,17033,2018-01-01 00:23:01,40189
20361,1061,16962,2018-01-01 00:23:02,38384
19106,761,16926,2018-01-01 00:23:03,36793
17800,535,16910,2018-01-01 00:23:04,35245
16274,377,16874,2018-01-01 00:23:05,33525
14686,242,16808,2018-01-01 00:23:06,31736
13222,106,16748,2018-01-01 00:23:07,30076
11751,-77,16706,2018-01-01 00:23:08,28380
10158,-224,16665,2018-01-01 00:23:09,26599
8666,-280,16629,2018-01-01 00:23:10,25015
7318,-355,16610,2018-01-01 00:23:11,23573
5851,-450,16592,2018-01-01 00:23:12,21993
4222,-470,16565,2018-01-01 00:23:13,20317
2641,-480,16530,2018-01-01 00:23:14,18691
1199,-534,16480,2018-01-01 00:23:15,17145
-288,-583,16407,2018-01-01 00:23:16,15536
-1851,-618,16344,2018-01-01 00:23:17,13875
-3282,-645,16299,2018-01-01 00:23:18,12372
-4677,-672,16230,2018-01-01 00:23:19,10881
-6148,-699,16172,2018-01-01 00:23:20,9325
-7516,-681,16162,2018-01-01 00:23:21,7965
-7516,-681,16162,2018-01-01 00:23:22,7965
-10381,-650,16056,2018-01-01 00:23:23,5025
-10381,-650,16056,2018-01-01 00:23:24,5025
-13140,-674,15858,2018-01-01 00:23:25,2044
-13140,-674,15858,2018-01-01 00:23:26,2044
-15884,-678,15852,2018-01-01 00:23:27,-710
-15884,-678,15852,2018-01-01 00:23:28,-710
-18405,-748,15794,2018-01-01 00:23:29,-3359
-18405,-748,15794,2018-01-01 00:23:30,-3359
-21218,-775,15743,2018-01-01 00:23:31,-6250
-21218,-820,15727,2018-01-01 00:23:32,-6311
-22133,-823,15731,2018-01-01 00:23:33,-7225
-23203,-872,15694,2018-01-01 00:23:34,-8381
-24617,-1037,15621,2018-01-01 00:23:35,-10033
-25735,-1116,15593,2018-01-01 00:23:36,-11258
-26574,-1142,15600,2018-01-01 00:23:37,-12116
-28882,-1289,15522,2018-01-01 00:23:38,-14649
-28882,-1289,15522,2018-01-01 00:23:39,-14649
-30122,-1292,15519,2018-01-01 00:23:40,-15895
-30122,-1292,15519,2018-01-01 00:23:41,-15895
-30839,-1344,15518,2018-01-01 00:23:42,-16665
-31631,-1380,15494,2018-01-01 00:23:43,-17517
-32218,-1368,15470,2018-01-01 00:23:44,-18116
-32712,-1356,15471,2018-01-01 00:23:45,-18597
-32764,-1360,15477,2018-01-01 00:23:46,-18647
-32764,-1351,15468,2018-01-01 00:23:47,-18647
-32764,-1366,15479,2018-01-01 00:23:48,-18651
-32764,-1387,15521,2018-01-01 00:23:49,-18630
-32764,-1394,15550,2018-01-01 00:23:50,-18608
-32764,-1391,15553,2018-01-01 00:23:51,-18602
-32764,-1372,15544,2018-01-01 00:23:52,-18592
-32764,-1378,15517,2018-01-01 00:23:53,-18625
-32764,-1368,15511,2018-01-01 00:23:54,-18621
-32764,-1288,15561,2018-01-01 00:23:55,-18491
-32321,-1212,15611,2018-01-01 00:23:56,-17922
-31931,-1175,15623,2018-01-01 00:23:57,-17483
-31278,-1141,15650,2018-01-01 00:23:58,-16769
-30436,-1080,15716,2018-01-01 00:23:59,-15800
-29769,-986,15763,2018-01-01 00:24:00,-14992
-29183,-928,15752,2018-01-01 00:24:01,-14359
-28220,-894,15750,2018-01-01 00:24:02,-13364
-27019,-779,15808,2018-01-01 00:24:03,-11990
-25951,-645,15866,2018-01-01 00:24:04,-10730
-25951,-645,15866,2018-01-01 00:24:05,-10730
-23520,-487,15948,2018-01-01 00:24:06,-8059
-23520,-487,15948,2018-01-01 00:24:07,-8059
-21986,-325,15873,2018-01-01 00:24:08,-6438
-21986,-325,15873,2018-01-01 00:24:09,-6438
-18448,-87,15998,2018-01-01 00:24:10,-2537
-16945,-46,16093,2018-01-01 00:24:11,-898
-15962,-61,16118,2018-01-01 00:24:12,95
-14723,-4,16138,2018-01-01 00:24:13,1411
-12964,-16,16192,2018-01-01 00:24:14,3212
-11135,102,16256,2018-01-01 00:24:15,5223
-11135,102,16256,2018-01-01 00:24:16,5223
-7975,36,16362,2018-01-01 00:24:17,8423
-7975,36,16362,2018-01-01 00:24:18,8423
-4652,-215,16510,2018-01-01 00:24:19,11643
-4652,-215,16510,2018-01-01 00:24:20,11643
-1619,-424,16600,2018-01-01 00:24:21,14557
-1619,-424,16600,2018-01-01 00:24:22,14557
1412,-580,16682,2018-01-01 00:24:23,17514
1412,-580,16682,2018-01-01 00:24:24,17514
4582,-670,16759,2018-01-01 00:24:25,20671
4582,-670,16759,2018-01-01 00:24:26,20671
6106,-775,16787,2018-01-01 00:24:27,22118
7617,-852,16823,2018-01-01 00:24:28,23588
9114,-856,16867,2018-01-01 00:24:29,25125
10708,-860,16924,2018-01-01 00:24:30,26772
12248,-892,16983,2018-01-01 00:24:31,28339
13496,-925,17006,2018-01-01 00:24:32,29577
14792,-936,16988,2018-01-01 00:24:33,30844
16448,-893,16992,2018-01-01 00:24:34,32547
17987,-874,17055,2018-01-01 00:24:35,34168
19130,-891,17130,2018-01-01 00:24:36,35369
20356,-859,17181,2018-01-01 00:24:37,36678
21758,-812,17225,2018-01-01 00:24:38,38171
22849,-803,17258,2018-01-01 00:24:39,39304
23774,-770,17274,2018-01-01 00:24:40,40278
25003,-679,17312,2018-01-01 00:24:41,41636
26089,-634,17355,2018-01-01 00:24:42,42810
26692,-674,17349,2018-01-01 00:24:43,43367
27548,-641,17347,2018-01-01 00:24:44,44254
28754,-544,17409,2018-01-01 00:24:45,45619
29496,-532,17442,2018-01-01 00:24:46,46406
29948,-494,17405,2018-01-01 00:24:47,46859
30692,-375,17405,2018-01-01 00:24:48,47722
31268,-284,17427,2018-01-01 00:24:49,48411
31427,-178,17384,2018-01-01 00:24:50,48633
31918,-32,17347,2018-01-01 00:24:51,49233
32764,129,17395,2018-01-01 00:24:52,50288
32764,311,17450,2018-01-01 00:24:53,50525
32764,500,17452,2018-01-01 00:24:54,50716
32764,732,17462,2018-01-01 00:24:55,50958
32764,1048,17494,2018-01-01 00:24:56,51306
32764,1429,17496,2018-01-01 00:24:57,51689
32764,1814,17490,2018-01-01 00:24:58,52068
32764,1814,17490,2018-01-01 00:24:59,52068
32764,2494,17510,2018-01-01 00:25:00,52768
32764,2494,17510,2018-01-01 00:25:01,52768
32764,3135,17444,2018-01-01 00:25:02,53343
32764,3135,17444,2018-01-01 00:25:03,53343
32176,3430,17419,2018-01-01 00:25:04,53025
32176,3430,17419,2018-01-01 00:25:05,53025
30786,3506,17344,2018-01-01 00:25:06,51636
30786,3506,17344,2018-01-01 00:25:07,51636
28763,3185,17246,2018-01-01 00:25:08,49194
28763,3185,17246,2018-01-01 00:25:09,49194
28009,3010,17219,2018-01-01 00:25:10,48238
26919,2712,17187,2018-01-01 00:25:11,46818
25541,2361,17126,2018-01-01 00:25:12,45028
24465,2082,17116,2018-01-01 00:25:13,43663
23403,1805,17140,2018-01-01 00:25:14,42348
21994,1475,17112,2018-01-01 00:25:15,40581
20564,1132,17061,2018-01-01 00:25:16,38757
17988,604,17007,2018-01-01 00:25:17,35599
17988,604,17007,2018-01-01 00:25:18,35599
15006,250,16926,2018-01-01 00:25:19,32182
15006,250,16926,2018-01-01 00:25:20,32182
13476,71,16888,2018-01-01 00:25:21,30435
11914,-97,16840,2018-01-01 00:25:22,28657
10394,-192,16780,2018-01-01 00:25:23,26982
8923,-262,16718,2018-01-01 00:25:24,25379
7522,-372,16673,2018-01-01 00:25:25,23823
6105,-460,16638,2018-01-01 00:25:26,22283
4541,-506,16576,2018-01-01 00:25:27,20611
2957,-555,16500,2018-01-01 00:25:28,18902
1445,-602,16444,2018-01-01 00:25:29,17287
-105,-651,16395,2018-01-01 00:25:30,15639
-1640,-663,16333,2018-01-01 00:25:31,14030
-3030,-670,16278,2018-01-01 00:25:32,12578
-4418,-744,16232,2018-01-01 00:25:33,11070
-5893,-773,16208,2018-01-01 00:25:34,9542
-7307,-726,16196,2018-01-01 00:25:35,8163
-8676,-710,16152,2018-01-01 00:25:36,6766
-10143,-724,16073,2018-01-01 00:25:37,5206
-11635,-749,15985,2018-01-01 00:25:38,3601
-12968,-761,15922,2018-01-01 00:25:39,2193
-14251,-722,15890,2018-01-01 00:25:40,917
-15673,-684,15864,2018-01-01 00:25:41,-493
-17021,-688,15847,2018-01-01 00:25:42,-1862
-18204,-739,15829,2018-01-01 00:25:43,-3114
-18204,-739,15829,2018-01-01 00:25:44,-3114
-21000,-851,15701,2018-01-01 00:25:45,-6150
-21000,-851,15701,2018-01-01 00:25:46,-6150
-22912,-786,15685,2018-01-01 00:25:47,-8013
-22912,-786,15685,2018-01-01 00:25:48,-8013
-25817,-1050,15555,2018-01-01 00:25:49,-11312
-26631,-1092,15513,2018-01-01 00:25:50,-12210
-27456,-1097,15518,2018-01-01 00:25:51,-13035
-28688,-1146,15522,2018-01-01 00:25:52,-14312
-29580,-1160,15536,2018-01-01 00:25:53,-15204
-29996,-1167,15559,2018-01-01 00:25:54,-15604
-29996,-1167,15559,2018-01-01 00:25:55,-15604
-31716,-1306,15474,2018-01-01 00:25:56,-17548
-31716,-1306,15474,2018-01-01 00:25:57,-17548
-32455,-1309,15527,2018-01-01 00:25:58,-18237
-32455,-1309,15527,2018-01-01 00:25:59,-18237
-32764,-1362,15456,2018-01-01 00:26:00,-18670
-32764,-1362,15456,2018-01-01 00:26:01,-18670
-32764,-1342,15519,2018-01-01 00:26:02,-18587
-32764,-1342,15519,2018-01-01 00:26:03,-18587
-32764,-1301,15534,2018-01-01 00:26:04,-18531
-32764,-1311,15556,2018-01-01 00:26:05,-18519
-32764,-1328,15602,2018-01-01 00:26:06,-18490
-32764,-1311,15623,2018-01-01 00:26:07,-18452
-32764,-1336,15598,2018-01-01 00:26:08,-18502
-32764,-1307,15594,2018-01-01 00:26:09,-18477
-32380,-1217,15643,2018-01-01 00:26:10,-17954
-31849,-1180,15678,2018-01-01 00:26:11,-17351
-31452,-1148,15653,2018-01-01 00:26:12,-16947
-30661,-1097,15650,2018-01-01 00:26:13,-16108
-29676,-1018,15704,2018-01-01 00:26:14,-14990
-29036,-918,15732,2018-01-01 00:26:15,-14222
-28342,-864,15746,2018-01-01 00:26:16,-13460
-27270,-784,15815,2018-01-01 00:26:17,-12239
-26145,-672,15893,2018-01-01 00:26:18,-10924
-24971,-607,15948,2018-01-01 00:26:19,-9630
-23625,-505,16006,2018-01-01 00:26:20,-8124
-22622,-375,16028,2018-01-01 00:26:21,-6969
-21988,-308,15966,2018-01-01 00:26:22,-6330
-20745,-255,15949,2018-01-01 00:26:23,-5051
-18729,-152,16078,2018-01-01 00:26:24,-2803
-17052,-82,16205,2018-01-01 00:26:25,-929
-16036,-57,16204,2018-01-01 00:26:26,111
-14866,-24,16160,2018-01-01 00:26:27,1270
-13286,-64,16175,2018-01-01 00:26:28,2825
-11582,-29,16221,2018-01-01 00:26:29,4610
-9859,122,16249,2018-01-01 00:26:30,6512
-8158,96,16309,2018-01-01 00:26:31,8247
-6515,-44,16422,2018-01-01 00:26:32,9863
-4879,-146,16533,2018-01-01 00:26:33,11508
-3254,-274,16606,2018-01-01 00:26:34,13078
-1753,-422,16636,2018-01-01 00:26:35,14461
-343,-558,16643,2018-01-01 00:26:36,15742
1167,-630,16662,2018-01-01 00:26:37,17199
1167,-630,16662,2018-01-01 00:26:38,17199
4443,-722,16785,2018-01-01 00:26:39,20506
4443,-722,16785,2018-01-01 00:26:40,20506
7408,-889,16859,2018-01-01 00:26:41,23378
7408,-889,16859,2018-01-01 00:26:42,23378
10582,-822,16963,2018-01-01 00:26:43,26723
10582,-822,16963,2018-01-01 00:26:44,26723
13388,-980,16954,2018-01-01 00:26:45,29362
13388,-980,16954,2018-01-01 00:26:46,29362
16250,-844,17012,2018-01-01 00:26:47,32418
16250,-844,17012,2018-01-01 00:26:48,32418
17786,-805,17088,2018-01-01 00:26:49,34069
18898,-855,17115,2018-01-01 00:26:50,35158
20118,-866,17112,2018-01-01 00:26:51,36364
21617,-800,17150,2018-01-01 00:26:52,37967
22840,-758,17223,2018-01-01 00:26:53,39305
23785,-744,17276,2018-01-01 00:26:54,40317
24902,-670,17300,2018-01-01 00:26:55,41532
26602,-636,17300,2018-01-01 00:26:56,43266
26602,-636,17300,2018-01-01 00:26:57,43266
28628,-418,17414,2018-01-01 00:26:58,45624
28628,-418,17414,2018-01-01 00:26:59,45624
29261,-398,17462,2018-01-01 00:27:00,46325
29610,-392,17447,2018-01-01 00:27:01,46665
30442,-320,17464,2018-01-01 00:27:02,47586
31231,-229,17485,2018-01-01 00:27:03,48487
31430,-126,17456,2018-01-01 00:27:04,48760
31819,7,17450,2018-01-01 00:27:05,49276
32626,160,17491,2018-01-01 00:27:06,50277
32764,328,17498,2018-01-01 00:27:07,50590
32764,490,17458,2018-01-01 00:27:08,50712
32764,720,17454,2018-01-01 00:27:09,50938
32764,1070,17495,2018-01-01 00:27:10,51329
32764,1436,17481,2018-01-01 00:27:11,51681
32764,1801,17414,2018-01-01 00:27:12,51979
32764,2172,17399,2018-01-01 00:27:13,52335
32764,2504,17439,2018-01-01 00:27:14,52707
32764,2832,17471,2018-01-01 00:27:15,53067
32764,3153,17488,2018-01-01 00:27:16,53405
32764,3360,17484,2018-01-01 00:27:17,53608
32323,3438,17443,2018-01-01 00:27:18,53204
31514,3472,17390,2018-01-01 00:27:19,52376
30736,3435,17353,2018-01-01 00:27:20,51524
29857,3435,17353,2018-01-01 00:27:21,50645
