ax,ay,az,time,acceleration
29016,3203,17268,2018-01-01 00:27:22,49487
29016,3203,17268,2018-01-01 00:27:23,49487
27104,2659,17250,2018-01-01 00:27:24,47013
27104,2659,17250,2018-01-01 00:27:25,47013
24518,2029,17096,2018-01-01 00:27:26,43643
24518,2029,17096,2018-01-01 00:27:27,43643
22268,1522,17084,2018-01-01 00:27:28,40874
20722,1146,17038,2018-01-01 00:27:29,38906
19426,817,16998,2018-01-01 00:27:30,37241
18163,558,16967,2018-01-01 00:27:31,35688
18163,558,16967,2018-01-01 00:27:32,35688
15193,314,16867,2018-01-01 00:27:33,32374
15193,314,16867,2018-01-01 00:27:34,32374
12186,-66,16742,2018-01-01 00:27:35,28862
12186,-66,16742,2018-01-01 00:27:36,28862
9167,-238,16676,2018-01-01 00:27:37,25605
9167,-238,16676,2018-01-01 00:27:38,25605
6258,-424,16639,2018-01-01 00:27:39,22473
6258,-424,16639,2018-01-01 00:27:40,22473
3135,-524,16511,2018-01-01 00:27:41,19122
3135,-524,16511,2018-01-01 00:27:42,19122
1742,-537,16476,2018-01-01 00:27:43,17681
197,-562,16446,2018-01-01 00:27:44,16081
-1389,-607,16384,2018-01-01 00:27:45,14388
-2820,-650,16319,2018-01-01 00:27:46,12849
-4221,-702,16278,2018-01-01 00:27:47,11355
-5679,-719,16247,2018-01-01 00:27:48,9849
-7078,-686,16212,2018-01-01 00:27:49,8448
-8490,-651,16146,2018-01-01 00:27:50,7005
-10011,-642,16063,2018-01-01 00:27:51,5410
-11491,-654,15984,2018-01-01 00:27:52,3839
-12787,-628,15905,2018-01-01 00:27:53,2490
-14044,-619,15850,2018-01-01 00:27:54,1187
-15421,-659,15843,2018-01-01 00:27:55,-237
-16746,-674,15854,2018-01-01 00:27:56,-1566
-17948,-730,15822,2018-01-01 00:27:57,-2856
-19345,-825,15734,2018-01-01 00:27:58,-4436
-20822,-877,15665,2018-01-01 00:27:59,-6034
-21902,-852,15678,2018-01-01 00:28:00,-7076
-22869,-811,15707,2018-01-01 00:28:01,-7973
-24180,-908,15666,2018-01-01 00:28:02,-9422
-25494,-1068,15600,2018-01-01 00:28:03,-10962
-26468,-1107,15578,2018-01-01 00:28:04,-11997
-27399,-1117,15573,2018-01-01 00:28:05,-12943
-28518,-1220,15539,2018-01-01 00:28:06,-14199
-29487,-1286,15480,2018-01-01 00:28:07,-15293
-30037,-1285,15462,2018-01-01 00:28:08,-15860
-30606,-1292,15506,2018-01-01 00:28:09,-16392
-31476,-1276,15522,2018-01-01 00:28:10,-17230
-32142,-1278,15500,2018-01-01 00:28:11,-17920
-32480,-1310,15484,2018-01-01 00:28:12,-18306
-32764,-1322,15450,2018-01-01 00:28:13,-18636
-32764,-1363,15421,2018-01-01 00:28:14,-18706
-32764,-1414,15455,2018-01-01 00:28:15,-18723
-32764,-1390,15495,2018-01-01 00:28:16,-18659
-32764,-1390,15495,2018-01-01 00:28:17,-18659
-32764,-1376,15504,2018-01-01 00:28:18,-18636
-32764,-1376,15504,2018-01-01 00:28:19,-18636
-32764,-1310,15549,2018-01-01 00:28:20,-18525
-32764,-1310,15549,2018-01-01 00:28:21,-18525
-32764,-1254,15558,2018-01-01 00:28:22,-18460
-32764,-1254,15558,2018-01-01 00:28:23,-18460
-32324,-1194,15659,2018-01-01 00:28:24,-17859
-32324,-1194,15659,2018-01-01 00:28:25,-17859
-30594,-1126,15716,2018-01-01 00:28:26,-16004
-30594,-1036,15766,2018-01-01 00:28:27,-15864
-29764,-992,15796,2018-01-01 00:28:28,-14960
-29150,-930,15792,2018-01-01 00:28:29,-14288
-28494,-837,15754,2018-01-01 00:28:30,-13577
-27592,-770,15746,2018-01-01 00:28:31,-12616
-26520,-675,15807,2018-01-01 00:28:32,-11388
-25214,-539,15903,2018-01-01 00:28:33,-9850
-23765,-424,15982,2018-01-01 00:28:34,-8207
-22129,-315,15917,2018-01-01 00:28:35,-6527
-22129,-315,15917,2018-01-01 00:28:36,-6527
-21017,-322,15870,2018-01-01 00:28:37,-5469
-19136,-175,15967,2018-01-01 00:28:38,-3344
-17348,-42,16102,2018-01-01 00:28:39,-1288
-16213,-69,16145,2018-01-01 00:28:40,-137
-15116,-104,16132,2018-01-01 00:28:41,912
-13526,-132,16154,2018-01-01 00:28:42,2496
-11724,-102,16214,2018-01-01 00:28:43,4388
-10010,40,16284,2018-01-01 00:28:44,6314
-8357,58,16376,2018-01-01 00:28:45,8077
-6781,-107,16473,2018-01-01 00:28:46,9585
-5208,-238,16543,2018-01-01 00:28:47,11097
-3477,-314,16596,2018-01-01 00:28:48,12805
-1880,-410,16620,2018-01-01 00:28:49,14330
-632,-520,16609,2018-01-01 00:28:50,15457
761,-616,16616,2018-01-01 00:28:51,16761
2562,-683,16675,2018-01-01 00:28:52,18554
4307,-724,16736,2018-01-01 00:28:53,20319
5725,-754,16749,2018-01-01 00:28:54,21720
7076,-796,16755,2018-01-01 00:28:55,23035
8676,-831,16811,2018-01-01 00:28:56,24656
10398,-863,16886,2018-01-01 00:28:57,26421
11849,-918,16918,2018-01-01 00:28:58,27849
13066,-970,16939,2018-01-01 00:28:59,29035
13066,-970,16939,2018-01-01 00:29:00,29035
15956,-936,17056,2018-01-01 00:29:01,32076
15956,-936,17056,2018-01-01 00:29:02,32076
18604,-886,17154,2018-01-01 00:29:03,34872
18604,-886,17154,2018-01-01 00:29:04,34872
21484,-799,17262,2018-01-01 00:29:05,37947
21484,-799,17262,2018-01-01 00:29:06,37947
23508,-782,17260,2018-01-01 00:29:07,39986
24725,-713,17284,2018-01-01 00:29:08,41296
25878,-650,17356,2018-01-01 00:29:09,42584
26529,-632,17375,2018-01-01 00:29:10,43272
26529,-632,17375,2018-01-01 00:29:11,43272
28430,-476,17402,2018-01-01 00:29:12,45356
28430,-476,17402,2018-01-01 00:29:13,45356
29692,-424,17424,2018-01-01 00:29:14,46692
29692,-424,17424,2018-01-01 00:29:15,46692
31183,-257,17423,2018-01-01 00:29:16,48349
31183,-257,17423,2018-01-01 00:29:17,48349
31841,-8,17372,2018-01-01 00:29:18,49205
31841,-8,17372,2018-01-01 00:29:19,49205
32764,301,17477,2018-01-01 00:29:20,50542
32764,301,17477,2018-01-01 00:29:21,50542
32764,483,17468,2018-01-01 00:29:22,50715
32764,771,17466,2018-01-01 00:29:23,51001
32764,1120,17519,2018-01-01 00:29:24,51403
32764,1442,17544,2018-01-01 00:29:25,51750
32764,1762,17502,2018-01-01 00:29:26,52028
32764,2106,17482,2018-01-01 00:29:27,52352
32764,2484,17522,2018-01-01 00:29:28,52770
32764,2823,17522,2018-01-01 00:29:29,53109
32764,3062,17468,2018-01-01 00:29:30,53294
32764,3229,17450,2018-01-01 00:29:31,53443
32625,3353,17454,2018-01-01 00:29:32,53432
31764,3417,17412,2018-01-01 00:29:33,52593
30879,3372,17357,2018-01-01 00:29:34,51608
30058,3218,17320,2018-01-01 00:29:35,50596
29111,3054,17276,2018-01-01 00:29:36,49441
28252,2888,17232,2018-01-01 00:29:37,48372
27249,2615,17191,2018-01-01 00:29:38,47055
25878,2336,17132,2018-01-01 00:29:39,45346
24661,2107,17095,2018-01-01 00:29:40,43863
23666,1804,17097,2018-01-01 00:29:41,42567
22432,1442,17080,2018-01-01 00:29:42,40954
21022,1126,17037,2018-01-01 00:29:43,39185
19643,862,16999,2018-01-01 00:29:44,37504
18264,638,16956,2018-01-01 00:29:45,35858
16907,460,16922,2018-01-01 00:29:46,34289
15485,348,16894,2018-01-01 00:29:47,32727
13928,242,16833,2018-01-01 00:29:48,31003
12390,76,16763,2018-01-01 00:29:49,29229
10881,-58,16724,2018-01-01 00:29:50,27547
9336,-149,16690,2018-01-01 00:29:51,25877
7907,-250,16652,2018-01-01 00:29:52,24309
6540,-364,16624,2018-01-01 00:29:53,22800
6540,-364,16624,2018-01-01 00:29:54,22800
3420,-418,16537,2018-01-01 00:29:55,19539
3420,-418,16537,2018-01-01 00:29:56,19539
544,-513,16426,2018-01-01 00:29:57,16457
544,-513,16426,2018-01-01 00:29:58,16457
-2547,-606,16280,2018-01-01 00:29:59,13127
-2547,-606,16280,2018-01-01 00:30:00,13127
-5438,-641,16157,2018-01-01 00:30:01,10078
-5438,-641,16157,2018-01-01 00:30:02,10078
-8226,-620,16051,2018-01-01 00:30:03,7205
-8226,-620,16051,2018-01-01 00:30:04,7205
-9634,-595,16016,2018-01-01 00:30:05,5787
-11167,-668,15967,2018-01-01 00:30:06,4132
-12608,-708,15910,2018-01-01 00:30:07,2594
-13861,-690,15907,2018-01-01 00:30:08,1356
-15170,-697,15954,2018-01-01 00:30:09,87
-16560,-717,15958,2018-01-01 00:30:10,-1319
-17836,-740,15894,2018-01-01 00:30:11,-2682
-19212,-778,15806,2018-01-01 00:30:12,-4184
-20744,-825,15738,2018-01-01 00:30:13,-5831
-22756,-855,15716,2018-01-01 00:30:14,-7895
-22756,-855,15716,2018-01-01 00:30:15,-7895
-23967,-974,15647,2018-01-01 00:30:16,-9294
-25392,-1108,15548,2018-01-01 00:30:17,-10952
-26360,-1114,15517,2018-01-01 00:30:18,-11957
-27109,-1139,15538,2018-01-01 00:30:19,-12710
-28300,-1256,15508,2018-01-01 00:30:20,-14048
-29519,-1313,15424,2018-01-01 00:30:21,-15408
-30116,-1319,15400,2018-01-01 00:30:22,-16035
-30633,-1316,15442,2018-01-01 00:30:23,-16507
-31531,-1299,15462,2018-01-01 00:30:24,-17368
-32154,-1319,15484,2018-01-01 00:30:25,-17989
-32339,-1358,15533,2018-01-01 00:30:26,-18164
-32764,-1355,15528,2018-01-01 00:30:27,-18591
-32764,-1351,15472,2018-01-01 00:30:28,-18643
-32764,-1361,15468,2018-01-01 00:30:29,-18657
-32764,-1359,15498,2018-01-01 00:30:30,-18625
-32764,-1364,15506,2018-01-01 00:30:31,-18622
-32764,-1337,15543,2018-01-01 00:30:32,-18558
-32764,-1284,15592,2018-01-01 00:30:33,-18456
-32764,-1299,15583,2018-01-01 00:30:34,-18480
-32764,-1295,15569,2018-01-01 00:30:35,-18490
-32764,-1230,15612,2018-01-01 00:30:36,-18382
-32564,-1204,15612,2018-01-01 00:30:37,-18156
-32194,-1186,15656,2018-01-01 00:30:38,-17724
-32194,-1186,15656,2018-01-01 00:30:39,-17724
-30644,-1112,15689,2018-01-01 00:30:40,-16067
-30644,-1112,15689,2018-01-01 00:30:41,-16067
-29319,-928,15765,2018-01-01 00:30:42,-14482
-29319,-928,15765,2018-01-01 00:30:43,-14482
-27647,-733,15753,2018-01-01 00:30:44,-12627
-27647,-733,15753,2018-01-01 00:30:45,-12627
-25401,-590,15834,2018-01-01 00:30:46,-10157
-23960,-455,15917,2018-01-01 00:30:47,-8498
-23960,-455,15917,2018-01-01 00:30:48,-8498
-22222,-323,15956,2018-01-01 00:30:49,-6589
-22222,-323,15956,2018-01-01 00:30:50,-6589
-19398,-187,16004,2018-01-01 00:30:51,-3581
-19398,-187,16004,2018-01-01 00:30:52,-3581
-16324,-14,16213,2018-01-01 00:30:53,-125
-16324,-14,16213,2018-01-01 00:30:54,-125
-13810,-64,16199,2018-01-01 00:30:55,2325
-13810,-64,16199,2018-01-01 00:30:56,2325
-10274,93,16317,2018-01-01 00:30:57,6136
-10274,93,16317,2018-01-01 00:30:58,6136
-8640,118,16374,2018-01-01 00:30:59,7852
-7038,-54,16450,2018-01-01 00:31:00,9358
-5367,-238,16518,2018-01-01 00:31:01,10913
-3740,-322,16544,2018-01-01 00:31:02,12482
-2287,-394,16558,2018-01-01 00:31:03,13877
-910,-527,16568,2018-01-01 00:31:04,15131
586,-618,16585,2018-01-01 00:31:05,16553
2242,-612,16650,2018-01-01 00:31:06,18280
3938,-661,16739,2018-01-01 00:31:07,20016
5520,-760,16795,2018-01-01 00:31:08,21555
6950,-813,16824,2018-01-01 00:31:09,22961
8403,-858,16862,2018-01-01 00:31:10,24407
10040,-878,16901,2018-01-01 00:31:11,26063
11676,-883,16923,2018-01-01 00:31:12,27716
12997,-934,16940,2018-01-01 00:31:13,29003
14172,-960,16956,2018-01-01 00:31:14,30168
15655,-903,16984,2018-01-01 00:31:15,31736
17267,-852,17048,2018-01-01 00:31:16,33463
18555,-863,17117,2018-01-01 00:31:17,34809
19764,-861,17165,2018-01-01 00:31:18,36068
21186,-840,17228,2018-01-01 00:31:19,37574
22498,-845,17294,2018-01-01 00:31:20,38947
23534,-816,17308,2018-01-01 00:31:21,40026
24602,-705,17307,2018-01-01 00:31:22,41204
25699,-625,17346,2018-01-01 00:31:23,42420
26493,-632,17372,2018-01-01 00:31:24,43233
27241,-599,17350,2018-01-01 00:31:25,43992
28284,-494,17344,2018-01-01 00:31:26,45134
29167,-430,17376,2018-01-01 00:31:27,46113
29634,-420,17384,2018-01-01 00:31:28,46598
30185,-361,17375,2018-01-01 00:31:29,47199
30912,-290,17387,2018-01-01 00:31:30,48009
31430,-219,17404,2018-01-01 00:31:31,48615
31854,-42,17436,2018-01-01 00:31:32,49248
31854,-42,17436,2018-01-01 00:31:33,49248
32764,232,17519,2018-01-01 00:31:34,50515
32764,232,17519,2018-01-01 00:31:35,50515
32764,604,17514,2018-01-01 00:31:36,50882
32764,604,17514,2018-01-01 00:31:37,50882
32764,1301,17601,2018-01-01 00:31:38,51666
32764,1301,17601,2018-01-01 00:31:39,51666
32764,1944,17526,2018-01-01 00:31:40,52234
32764,1944,17526,2018-01-01 00:31:41,52234
32764,2661,17502,2018-01-01 00:31:42,52927
32764,2661,17502,2018-01-01 00:31:43,52927
32764,2999,17478,2018-01-01 00:31:44,53241
32764,3232,17467,2018-01-01 00:31:45,53463
32525,3366,17438,2018-01-01 00:31:46,53329
31715,3435,17377,2018-01-01 00:31:47,52527
30939,3434,17313,2018-01-01 00:31:48,51686
30066,3347,17260,2018-01-01 00:31:49,50673
29116,3241,17220,2018-01-01 00:31:50,49577
28365,3140,17218,2018-01-01 00:31:51,48723
27398,2865,17218,2018-01-01 00:31:52,47481
24758,2482,17146,2018-01-01 00:31:53,44386
24758,2201,17056,2018-01-01 00:31:54,44015
23855,1936,17026,2018-01-01 00:31:55,42817
22728,1620,17026,2018-01-01 00:31:56,41374
21238,1314,17011,2018-01-01 00:31:57,39563
19770,988,16976,2018-01-01 00:31:58,37734
18514,709,16957,2018-01-01 00:31:59,36180
17186,550,16956,2018-01-01 00:32:00,34692
15610,410,16919,2018-01-01 00:32:01,32939
14073,237,16848,2018-01-01 00:32:02,31158
12699,59,16790,2018-01-01 00:32:03,29548
11173,-99,16736,2018-01-01 00:32:04,27810
9518,-212,16683,2018-01-01 00:32:05,25989
8088,-287,16657,2018-01-01 00:32:06,24458
6742,-396,16628,2018-01-01 00:32:07,22974
5177,-507,16560,2018-01-01 00:32:08,21230
3598,-519,16482,2018-01-01 00:32:09,19561
2188,-522,16432,2018-01-01 00:32:10,18098
708,-597,16388,2018-01-01 00:32:11,16499
-909,-641,16322,2018-01-01 00:32:12,14772
-2380,-649,16270,2018-01-01 00:32:13,13241
-3716,-685,16239,2018-01-01 00:32:14,11838
-5180,-727,16212,2018-01-01 00:32:15,10305
-5180,-727,16212,2018-01-01 00:32:16,10305
-8070,-698,16192,2018-01-01 00:32:17,7424
-8070,-698,16192,2018-01-01 00:32:18,7424
-11102,-682,16047,2018-01-01 00:32:19,4263
-11102,-682,16047,2018-01-01 00:32:20,4263
-13656,-700,15960,2018-01-01 00:32:21,1604
-13656,-700,15960,2018-01-01 00:32:22,1604
-16468,-723,15921,2018-01-01 00:32:23,-1270
-16468,-723,15921,2018-01-01 00:32:24,-1270
-19008,-835,15785,2018-01-01 00:32:25,-4058
-20474,-863,15718,2018-01-01 00:32:26,-5619
-20474,-863,15718,2018-01-01 00:32:27,-5619
-22534,-857,15688,2018-01-01 00:32:28,-7703
-22534,-857,15688,2018-01-01 00:32:29,-7703
-25213,-1132,15579,2018-01-01 00:32:30,-10766
-25213,-1132,15579,2018-01-01 00:32:31,-10766
-26934,-1122,15553,2018-01-01 00:32:32,-12503
-26934,-1122,15553,2018-01-01 00:32:33,-12503
-29292,-1271,15493,2018-01-01 00:32:34,-15070
-29292,-1271,15493,2018-01-01 00:32:35,-15070
-30242,-1300,15491,2018-01-01 00:32:36,-16051
-30242,-1300,15491,2018-01-01 00:32:37,-16051
-31290,-1310,15482,2018-01-01 00:32:38,-17118
-32115,-1294,15452,2018-01-01 00:32:39,-17957
-32275,-1252,15479,2018-01-01 00:32:40,-18048
-32702,-1244,15486,2018-01-01 00:32:41,-18460
-32764,-1294,15435,2018-01-01 00:32:42,-18623
-32764,-1322,15427,2018-01-01 00:32:43,-18659
-32764,-1324,15465,2018-01-01 00:32:44,-18623
-32764,-1311,15500,2018-01-01 00:32:45,-18575
-32764,-1289,15549,2018-01-01 00:32:46,-18504
-32764,-1309,15578,2018-01-01 00:32:47,-18495
-32764,-1309,15552,2018-01-01 00:32:48,-18521
-32764,-1245,15536,2018-01-01 00:32:49,-18473
-32764,-1218,15560,2018-01-01 00:32:50,-18422
-32728,-1196,15596,2018-01-01 00:32:51,-18328
-32223,-1122,15622,2018-01-01 00:32:52,-17723
-31659,-1081,15627,2018-01-01 00:32:53,-17113
-30940,-1088,15640,2018-01-01 00:32:54,-16388
-30019,-1080,15710,2018-01-01 00:32:55,-15389
-29346,-1031,15760,2018-01-01 00:32:56,-14617
-28859,-957,15726,2018-01-01 00:32:57,-14090
-27875,-858,15726,2018-01-01 00:32:58,-13007
-26637,-703,15802,2018-01-01 00:32:59,-11538
-25538,-590,15878,2018-01-01 00:33:00,-10250
-24256,-544,15964,2018-01-01 00:33:01,-8836
-23105,-461,16037,2018-01-01 00:33:02,-7529
-22550,-413,15988,2018-01-01 00:33:03,-6975
-21664,-345,15907,2018-01-01 00:33:04,-6102
-19661,-157,15981,2018-01-01 00:33:05,-3837
-17585,-34,16124,2018-01-01 00:33:06,-1495
-16430,-70,16172,2018-01-01 00:33:07,-328
-15516,-89,16144,2018-01-01 00:33:08,539
-14091,-68,16139,2018-01-01 00:33:09,1980
-12350,-73,16178,2018-01-01 00:33:10,3755
-10571,29,16214,2018-01-01 00:33:11,5672
-10571,29,16214,2018-01-01 00:33:12,5672
-7098,-19,16397,2018-01-01 00:33:13,9280
-7098,-19,16397,2018-01-01 00:33:14,9280
-3997,-276,16531,2018-01-01 00:33:15,12258
-3997,-276,16531,2018-01-01 00:33:16,12258
-1040,-442,16561,2018-01-01 00:33:17,15079
-1040,-442,16561,2018-01-01 00:33:18,15079
2060,-563,16609,2018-01-01 00:33:19,18106
2060,-563,16609,2018-01-01 00:33:20,18106
5297,-721,16683,2018-01-01 00:33:21,21259
5297,-721,16736,2018-01-01 00:33:22,21312
6646,-772,16802,2018-01-01 00:33:23,22676
8163,-812,16903,2018-01-01 00:33:24,24254
9843,-821,16977,2018-01-01 00:33:25,25999
11445,-848,16988,2018-01-01 00:33:26,27585
12829,-929,16996,2018-01-01 00:33:27,28896
14135,-994,17043,2018-01-01 00:33:28,30184
15613,-919,17106,2018-01-01 00:33:29,31800
17173,-832,17142,2018-01-01 00:33:30,33483
18444,-868,17127,2018-01-01 00:33:31,34703
19556,-882,17120,2018-01-01 00:33:32,35794
20936,-864,17180,2018-01-01 00:33:33,37252
22369,-835,17255,2018-01-01 00:33:34,38789
23434,-745,17281,2018-01-01 00:33:35,39970
24394,-680,17273,2018-01-01 00:33:36,40987
25453,-665,17283,2018-01-01 00:33:37,42071
26248,-661,17310,2018-01-01 00:33:38,42897
26930,-615,17309,2018-01-01 00:33:39,43624
27968,-507,17322,2018-01-01 00:33:40,44783
28960,-424,17388,2018-01-01 00:33:41,45924
29514,-386,17427,2018-01-01 00:33:42,46555
30106,-341,17414,2018-01-01 00:33:43,47179
30912,-284,17412,2018-01-01 00:33:44,48040
31449,-209,17424,2018-01-01 00:33:45,48664
31800,-100,17453,2018-01-01 00:33:46,49153
32428,35,17524,2018-01-01 00:33:47,49987
32764,160,17574,2018-01-01 00:33:48,50498
32764,285,17554,2018-01-01 00:33:49,50603
32764,547,17542,2018-01-01 00:33:50,50853
32764,878,17587,2018-01-01 00:33:51,51229
32764,1143,17604,2018-01-01 00:33:52,51511
32764,1452,17546,2018-01-01 00:33:53,51762
32764,1788,17482,2018-01-01 00:33:54,52034
32764,1788,17482,2018-01-01 00:33:55,52034
32764,2486,17440,2018-01-01 00:33:56,52690
32764,2486,17440,2018-01-01 00:33:57,52690
32764,3221,17434,2018-01-01 00:33:58,53419
32764,3221,17434,2018-01-01 00:33:59,53419
31790,3477,17319,2018-01-01 00:34:00,52586
31790,3477,17319,2018-01-01 00:34:01,52586
30361,3465,17284,2018-01-01 00:34:02,51110
30361,3465,17284,2018-01-01 00:34:03,51110
28666,3224,17252,2018-01-01 00:34:04,49142
27720,2941,17244,2018-01-01 00:34:05,47905
27720,2941,17244,2018-01-01 00:34:06,47905
25065,2252,17095,2018-01-01 00:34:07,44412
25065,2252,17095,2018-01-01 00:34:08,44412
22954,1665,17148,2018-01-01 00:34:09,41767
22954,1665,17148,2018-01-01 00:34:10,41767
20057,998,17053,2018-01-01 00:34:11,38108
20057,998,17053,2018-01-01 00:34:12,38108
17324,509,16956,2018-01-01 00:34:13,34789
17324,509,16956,2018-01-01 00:34:14,34789
14284,264,16853,2018-01-01 00:34:15,31401
14284,264,16853,2018-01-01 00:34:16,31401
12812,80,16776,2018-01-01 00:34:17,29668
11322,-78,16713,2018-01-01 00:34:18,27957
9788,-189,16670,2018-01-01 00:34:19,26269
8338,-288,16623,2018-01-01 00:34:20,24673
6918,-383,16568,2018-01-01 00:34:21,23103
5369,-473,16512,2018-01-01 00:34:22,21408
3806,-536,16468,2018-01-01 00:34:23,19738
2361,-541,16442,2018-01-01 00:34:24,18262
868,-553,16416,2018-01-01 00:34:25,16731
-725,-586,16375,2018-01-01 00:34:26,15064
-2204,-616,16346,2018-01-01 00:34:27,13526
-3603,-685,16323,2018-01-01 00:34:28,12035
-5073,-731,16277,2018-01-01 00:34:29,10473
-6510,-712,16240,2018-01-01 00:34:30,9018
-7883,-687,16207,2018-01-01 00:34:31,7637
-9315,-672,16144,2018-01-01 00:34:32,6157
-10812,-700,16075,2018-01-01 00:34:33,4563
-12236,-740,16005,2018-01-01 00:34:34,3029
-13494,-734,15950,2018-01-01 00:34:35,1722
-14744,-700,15936,2018-01-01 00:34:36,492
-16134,-697,15918,2018-01-01 00:34:37,-913
-17489,-764,15842,2018-01-01 00:34:38,-2411
-18749,-838,15726,2018-01-01 00:34:39,-3861
-20096,-909,15631,2018-01-01 00:34:40,-5374
-21344,-919,15600,2018-01-01 00:34:41,-6663
-22335,-833,15603,2018-01-01 00:34:42,-7565
-23529,-868,15577,2018-01-01 00:34:43,-8820
-25017,-1029,15530,2018-01-01 00:34:44,-10516
-26157,-1102,15528,2018-01-01 00:34:45,-11731
-26878,-1138,15569,2018-01-01 00:34:46,-12447
-27876,-1240,15565,2018-01-01 00:34:47,-13551
-29107,-1305,15509,2018-01-01 00:34:48,-14903
-29107,-1305,15509,2018-01-01 00:34:49,-14903
-30297,-1275,15536,2018-01-01 00:34:50,-16036
-30297,-1275,15536,2018-01-01 00:34:51,-16036
-31885,-1318,15465,2018-01-01 00:34:52,-17738
-31885,-1318,15465,2018-01-01 00:34:53,-17738
-32729,-1361,15496,2018-01-01 00:34:54,-18594
-32729,-1361,15496,2018-01-01 00:34:55,-18594
-32764,-1374,15489,2018-01-01 00:34:56,-18649
-32764,-1374,15489,2018-01-01 00:34:57,-18649
-32764,-1333,15496,2018-01-01 00:34:58,-18601
-32764,-1333,15496,2018-01-01 00:34:59,-18601
-32764,-1301,15530,2018-01-01 00:35:00,-18535
-32764,-1309,15575,2018-01-01 00:35:01,-18498
-32764,-1287,15567,2018-01-01 00:35:02,-18484
-32764,-1249,15540,2018-01-01 00:35:03,-18473
-32764,-1232,15562,2018-01-01 00:35:04,-18434
-32673,-1206,15597,2018-01-01 00:35:05,-18282
-32431,-1198,15591,2018-01-01 00:35:06,-18038
-32004,-1162,15579,2018-01-01 00:35:07,-17587
-31171,-1074,15628,2018-01-01 00:35:08,-16617
-30240,-984,15728,2018-01-01 00:35:09,-15496
-29472,-921,15796,2018-01-01 00:35:10,-14597
-28795,-906,15797,2018-01-01 00:35:11,-13904
-27909,-894,15796,2018-01-01 00:35:12,-13007
-26851,-798,15850,2018-01-01 00:35:13,-11799
-25745,-660,15936,2018-01-01 00:35:14,-10469
-24417,-544,16020,2018-01-01 00:35:15,-8941
-23214,-418,16057,2018-01-01 00:35:16,-7575
-22536,-331,15996,2018-01-01 00:35:17,-6871
-21674,-264,15920,2018-01-01 00:35:18,-6018
-19926,-130,15969,2018-01-01 00:35:19,-4087
-17950,-2,16083,2018-01-01 00:35:20,-1869
-16594,-24,16120,2018-01-01 00:35:21,-498
-15534,-98,16088,2018-01-01 00:35:22,456
-14183,-94,16088,2018-01-01 00:35:23,1811
-12513,-102,16156,2018-01-01 00:35:24,3541
-10756,14,16237,2018-01-01 00:35:25,5495
-9040,184,16324,2018-01-01 00:35:26,7468
-7369,57,16439,2018-01-01 00:35:27,9127
-5790,-181,16526,2018-01-01 00:35:28,10555
-4206,-286,16559,2018-01-01 00:35:29,12067
-2587,-388,16587,2018-01-01 00:35:30,13612
-1132,-512,16620,2018-01-01 00:35:31,14976
238,-579,16637,2018-01-01 00:35:32,16296
1807,-622,16658,2018-01-01 00:35:33,17843
1807,-622,16658,2018-01-01 00:35:34,17843
5112,-732,16793,2018-01-01 00:35:35,21173
5112,-732,16793,2018-01-01 00:35:36,21173
7856,-790,16901,2018-01-01 00:35:37,23967
7856,-790,16901,2018-01-01 00:35:38,23967
11144,-890,16947,2018-01-01 00:35:39,27201
11144,-890,16947,2018-01-01 00:35:40,27201
13880,-987,16998,2018-01-01 00:35:41,29891
13880,-987,16998,2018-01-01 00:35:42,29891
16886,-848,17045,2018-01-01 00:35:43,33083
18232,-880,17102,2018-01-01 00:35:44,34454
18232,-880,17102,2018-01-01 00:35:45,34454
20668,-859,17178,2018-01-01 00:35:46,36987
20668,-859,17178,2018-01-01 00:35:47,36987
23095,-804,17254,2018-01-01 00:35:48,39545
23095,-804,17254,2018-01-01 00:35:49,39545
25316,-706,17333,2018-01-01 00:35:50,41943
25316,-706,17333,2018-01-01 00:35:51,41943
26898,-669,17366,2018-01-01 00:35:52,43595
26898,-669,17366,2018-01-01 00:35:53,43595
28931,-444,17453,2018-01-01 00:35:54,45940
28931,-444,17453,2018-01-01 00:35:55,45940
29511,-441,17478,2018-01-01 00:35:56,46548
29996,-415,17452,2018-01-01 00:35:57,47033
30782,-307,17467,2018-01-01 00:35:58,47942
31349,-148,17490,2018-01-01 00:35:59,48691
31634,-30,17458,2018-01-01 00:36:00,49062
32228,24,17424,2018-01-01 00:36:01,49676
32764,158,17427,2018-01-01 00:36:02,50349
32764,357,17440,2018-01-01 00:36:03,50561
32764,564,17472,2018-01-01 00:36:04,50800
32764,866,17534,2018-01-01 00:36:05,51164
32764,1170,17545,2018-01-01 00:36:06,51479
32764,1465,17476,2018-01-01 00:36:07,51705
32764,1844,17433,2018-01-01 00:36:08,52041
32764,2209,17464,2018-01-01 00:36:09,52437
32764,2569,17480,2018-01-01 00:36:10,52813
32764,2939,17453,2018-01-01 00:36:11,53156
32764,3169,17443,2018-01-01 00:36:12,53376
32764,3279,17447,2018-01-01 00:36:13,53490
32083,3394,17416,2018-01-01 00:36:14,52893
31288,3468,17364,2018-01-01 00:36:15,52120
30457,3380,17315,2018-01-01 00:36:16,51152
29442,3231,17268,2018-01-01 00:36:17,49941
28605,3136,17258,2018-01-01 00:36:18,48999
27810,2930,17282,2018-01-01 00:36:19,48022
26557,2599,17252,2018-01-01 00:36:20,46408
25262,2290,17189,2018-01-01 00:36:21,44741
